Id	SRR12237911	SRR12237910	SRR12237909	SRR12237908	SRR12237915	SRR12237914	SRR12237913	SRR12237912
ENSG00000213179.4	1.0004	1.00032	3.08173	1.11454	0	1.00014	1.00026	1.00028
ENSG00000213180.4	0	0	0	0	0	0	0	0
ENSG00000213181.2	0	0	0	0	0	0	0	0
ENSG00000213182.3	0	0	0	0	0	0	0	0
ENSG00000213183.3	2.00416	1.00322	1.00238	0	5.009	0	0	1.00169
ENSG00000213184.3	258.191	244.197	350.262	353.269	429.488	457.313	290.181	307.271
ENSG00000213185.5	203.984	201.739	239.494	202.014	107.771	125.996	533.273	586.171
ENSG00000213186.6	566.931	592.514	1158.7	1177.57	107.106	98.2776	159.849	176.234
ENSG00000213187.3	0	0	0	0	0	0	0	0
ENSG00000213188.3	3	4	1	1	8	6	1	2
ENSG00000213189.5	1225.52	1051.34	845.966	791.884	630.079	686.139	1692.88	1617.66
ENSG00000213190.3	1094.73	1009.69	417.758	388.036	6252.97	5891.52	24958.4	26369.5
ENSG00000213194.3	2.02658	0	3.13774	2.03273	0	0	0	0
ENSG00000213197.3	2.01973	2.0198	1.00833	0	1.01813	1.0156	2.02039	1.01073
ENSG00000213199.6	50	39	214	155	1126	1077	514	462
ENSG00000213201.3	0	0	1.02554	0	0	0	0	0
ENSG00000213203.2	23.4427	18.6075	13.3841	10.5562	7.32375	7.30114	15.9719	17.3181
ENSG00000213204.7	35.0655	17.293	14.5129	12.2732	393.946	404.408	297.965	278.072
ENSG00000213205.3	0	0	0	0	0	0	0	0
ENSG00000213209.2	1.00442	0	0	0	0	0	0	0
ENSG00000213210.4	0	0	1.25158	1.00022	0	0	0	0
ENSG00000213211.2	1.00009	0	0	0	0	0	0	0
ENSG00000213212.3	6.00187	6.00182	5.00164	8.00381	12.0074	15.0122	3.00065	9.00323
ENSG00000213213.12	84.0945	91.0255	161.266	184.611	150.069	158.093	100.723	64.0833
ENSG00000213214.4	948.812	764.218	1254.79	1337.16	2	0	385.441	473.414
ENSG00000213215.3	0	0	0	0	0	0	0	0
ENSG00000213216.2	1.01327	2.03057	3.03917	4.05317	0	3.03926	6.07882	6.08211
ENSG00000213218.8	0	0	0	0	0	0	0	1
ENSG00000213221.4	650.325	587.602	234.205	207.824	891.348	769.964	615.905	625.51
ENSG00000213222.3	75.806	73.378	162.161	177.275	35.0268	20.7172	4.01531	1.40206
ENSG00000213225.7	337.842	336.953	175.374	210.176	117.798	92.0928	86.4386	106.11
ENSG00000213226.4	0	1.00986	0	1.00734	0	0	0	0
ENSG00000213228.5	3288.03	3137.13	6220.52	7481.6	7457.74	7224.74	17890.6	17788.7
ENSG00000213231.11	0	0	0	0	0	0	5.09088	4.63514
ENSG00000213232.2	0	0	0	0	0	0	0	0
ENSG00000213233.5	0	0	0	0	0	0	0	0
ENSG00000213234.4	2.68979	1.0094	2.01844	0	0	1.01546	0	2.02065
ENSG00000213235.3	8.38439	5.10512	27.4714	24.4387	8.29239	11.3126	9.32062	8.09961
ENSG00000213236.3	1.27849	2.16885	3.42071	3.24055	2.13286	1.07852	11.7604	5.35501
ENSG00000213237.4	1.00248	1.00189	1.00153	1.00103	0	4.00728	2.0047	3.0057
ENSG00000213238.6	0	0	0	0	0	0	0	0
ENSG00000213239.3	3.08429	1.43156	0	2.06475	4.64567	1.03286	1.02527	1.02939
ENSG00000213240.8	899.673	759.555	230.665	214.698	22.6808	30.4001	289.306	279.963
ENSG00000213244.3	0	0	0	0	0	0	0	0
ENSG00000213246.5	3868.64	3557.59	2975.69	3037.67	3348.48	3290.39	2992.73	2856.67
ENSG00000213247.3	0	0	0	0	0	2	0	1
ENSG00000213250.5	0	0	0	1.80767	0	2.13301	2.93245	0
ENSG00000213252.3	0	0	3.5674	3.30318	0	0	0	0
ENSG00000213253.5	1.04633	0	8.36767	4.17242	3.13007	6.27931	5.20048	4.15226
ENSG00000213260.3	9.06461	4.56352	6.96556	7.00279	9.04254	9.06442	13.7578	13.633
ENSG00000213261.3	2.57421	1.26635	3.7747	2.55179	3.82029	3.84593	3.76967	0
ENSG00000213262.3	0	1	0	2.00055	0	0	1	0
ENSG00000213264.3	0	0	0	0	0	0	2	3
ENSG00000213265.7	4.91157	5.59356	2.20352	3.21035	4.22254	2.0947	1.06127	0
ENSG00000213269.2	1.00013	0	2.00072	1.3262	3.00045	1.00029	0	2.00054
ENSG00000213270.5	1.57283	2.01385	1.227	3.01988	0	2.01291	0	0
ENSG00000213272.5	1	1.00005	3.03932	4.00016	2.00009	1	1.00011	0
ENSG00000213275.2	0	0	0	0	0	0	0	1.03902
ENSG00000213277.3	1	6	1	0	1	0	0	0
ENSG00000213279.2	522.403	523.093	54.5315	77.4813	52.8199	66.7366	65.7255	58.8576
ENSG00000213280.2	1.04874	0	2.65852	5.58697	3.16085	3.14963	1.6491	5.76495
ENSG00000213281.4	9905.9	8779.69	4762.41	4916.02	4587.98	4567.39	4742.16	5093.34
ENSG00000213285.4	0.000228554	0.000634223	39.9999	0	43.0107	35.9203	24.9096	0
ENSG00000213287.3	0	0	0	0	0	0	0	0
ENSG00000213290.4	8.05645	5.03989	4.0295	8.063	3.01979	7.83689	3.01362	7.93436
ENSG00000213291.3	0	1.07684	0	1.03162	0	0	1.04608	1.06866
ENSG00000213293.4	6	12	48	53	38	22	26	21
ENSG00000213295.3	0	0	0	1.00384	0	0	0	0
ENSG00000213296.4	0	1.0009	5.05201	2.01417	1.00791	1.01071	0	0
ENSG00000213297.7	963.272	784.998	388.962	408.599	421.489	389.696	387.402	345.625
ENSG00000213300.5	7337.29	6731.94	1161.11	1310.28	5925.6	6813.43	6519.61	7107.18
ENSG00000213301.2	0	1.00305	1	1	0	0	0	0
ENSG00000213302.3	5.00407	2	0	8.01255	1.19243	1.00167	6.03501	0
ENSG00000213303.3	24.5068	17.7443	128.239	122.504	21.5218	33.4251	20.6368	24.1967
ENSG00000213304.3	9	8	12	6	9	10	14	18
ENSG00000213305.3	5.83971	5.77198	16.404	18.6006	6.92954	8.15441	16.2995	10.4783
ENSG00000213307.4	2	1	4.00184	10.0123	1	2.00173	1	4
ENSG00000213309.3	3.03705	1.00846	9.96478	6.66208	1.02105	1.20485	1.0128	2.03065
ENSG00000213310.3	2.00526	0	0	0	2.00366	0	0	0
ENSG00000213312.3	29.6192	20.49	59.7448	81.3738	40.191	26.7286	55.5738	46.1807
ENSG00000213315.5	75.4936	58.4631	164.117	209.834	128.002	102.068	78.3329	69.2016
ENSG00000213316.8	3.06387	2.03355	4.06143	2.08394	0	0	5.19656	12.9275
ENSG00000213318.4	0	0	1.00076	0	0	0	0	0
ENSG00000213326.4	2043.35	1999.84	3254.57	3452.8	1634.6	1686.22	1278.54	1327.79
ENSG00000213328.3	0	0	0	0	0	2	0	1
ENSG00000213331.4	4.01456	0	0	0	0	0	0	0
ENSG00000213332.4	1.00197	0	1.00169	1.00192	0	2.00417	0	0
ENSG00000213333.3	1.04705	3.02872	2.52286	1.03065	1.00528	2.07789	2.01088	0
ENSG00000213335.4	0	0	0	0	0	0	0	0
ENSG00000213337.7	1046.77	960.774	949.62	900.727	422.729	413.472	1208.09	1158.25
ENSG00000213338.3	1.00326	0.502177	0.500608	2.00205	6.00654	6.00745	1.50487	2.50982
ENSG00000213339.7	848.711	861.413	1643.58	1477.58	733.682	746.804	1333.12	1246.73
ENSG00000213341.9	823	748	1674	1591	649	654	1040	1193
ENSG00000213343.5	0	0	3.02153	1.15998	0	0	1.00936	0
ENSG00000213344.2	5.02198	4.01016	0	0	0	0	1.00546	0
ENSG00000213347.9	1205.07	1204.11	2224.78	1910.88	2793.3	2719.98	2846.05	2692.44
ENSG00000213352.3	3.1613	0	2.28276	4.1374	5.86789	5.00928	0	1.00315
ENSG00000213355.3	16.2669	0	3.52314	0	0	0	8.41202	11.036
ENSG00000213358.3	26.8207	28.7928	18.2982	21.5761	34.6178	28.3237	18.0273	11.5407
ENSG00000213361.2	766	758	1119.36	1175	515.362	488	522	540
ENSG00000213362.3	7.2788	5.19533	0	1.03681	8.32636	5.21661	4.15506	3.11729
ENSG00000213363.4	0	0	6.42616	5.03423	1.00608	3.0195	6.03951	2.01061
ENSG00000213365.3	1	0	4	4	3.00764	4	0	0
ENSG00000213366.11	137.422	123.635	113.071	106.273	104.408	96.7902	57.6779	57.2802
ENSG00000213368.3	1.15817	0	0	0	0	0	2.03855	0
ENSG00000213370.3	1.00948	2.0225	2.01958	2.02242	1.01083	0	1.01014	2.01914
ENSG00000213371.4	0	0	2.20906	6.76009	2.26482	6.70183	0	1.17163
ENSG00000213373.6	13.2533	14.3346	10.4606	18.3999	9.2885	16.3151	13.0346	5.10073
ENSG00000213376.4	17.8129	14.7213	2.98697	4.2668	3.80091	1.20048	1.00584	4.0008
ENSG00000213380.12	2046.95	1832.77	2126.62	2112.29	818.49	865.11	999.648	1092.43
ENSG00000213383.2	1657.75	1543.09	1318.08	1284.19	503.463	493.438	569.405	584.491
ENSG00000213384.2	0	0	0	0	0	0	0	0
ENSG00000213385.3	82.8267	60.622	258.175	248.637	24.9155	43.8988	74.7559	79.3933
ENSG00000213386.3	6.01909	2.02395	0	2.01369	2.00499	2.02439	1.00569	1.01464
ENSG00000213390.9	8065	6980	4972	4090	1393	1323	2004	1985
ENSG00000213391.3	2	0	0	0	2	6	2	2
ENSG00000213393.5	0	0	1	0	0	0	0	1
ENSG00000213394.3	3.82426	2.04637	4.12012	7.18163	6.16818	10.3093	0	0
ENSG00000213397.9	281.179	306.855	327.947	339.872	1200.9	1212.84	341.537	341.692
ENSG00000213398.6	41	34	182.072	124.134	79.9428	89.6984	161.698	143.651
ENSG00000213399.3	3.27894	1.06255	6.78979	4.63555	1.62377	4.43853	4.88622	1.9813
ENSG00000213400.3	0	1	0	1	0	0	0	1
ENSG00000213401.7	3623.49	3401.62	2215.5	2496.1	4072.84	4160.84	2794.62	2967.25
ENSG00000213402.2	0	0	0	0	0	0	0	2.23867
ENSG00000213403.2	0	0	1.02371	0	0	0	0	0
ENSG00000213406.3	0	0	0	0	2.04229	2.04412	4.08066	5.12353
ENSG00000213409.4	14.031	17.0381	8.02423	8.02478	17.0498	7.02884	30.0697	17.0669
ENSG00000213411.2	25.6006	15.9583	20.9963	18.7441	26.0626	12.5623	13.1211	16.7418
ENSG00000213412.3	4.12599	8.37537	2.82901	4.10766	2.05093	5.49083	2.15684	3.26928
ENSG00000213413.2	117.279	127.919	183.288	161.381	221.792	217.578	243.749	224.813
ENSG00000213414.3	1.00118	0	0	0	0	0	0	1.00162
ENSG00000213416.3	0	0	0	0	0	0	0	0
ENSG00000213417.3	0	0	0	0	0	0	0	0
ENSG00000213420.6	370	367	535	668	115	160	1385	1319
ENSG00000213421.4	0	0	1.00197	1.00328	0	0	0	1.00162
ENSG00000213423.4	0	1.00634	0	0	0	0	0	0
ENSG00000213424.7	0	0	0	1	48.389	49.4609	0	0
ENSG00000213430.6	43.2753	22.1817	29.0793	37.2025	10.8679	21.591	13.0103	8.6661
ENSG00000213431.4	0	0	0	0	0	0	0	0
ENSG00000213432.2	3.07665	11.0664	6.1469	7.83464	2.05428	2.05657	3.07923	4.10082
ENSG00000213433.5	88.0307	84.0288	16.0051	25.0151	27.0062	24.0058	38.0104	50.0278
ENSG00000213434.2	2.00658	0	3.00685	1.00344	1.00442	0	0	0
ENSG00000213435.3	0	0	0	0	0	0	6.00368	4
ENSG00000213438.2	1	0	1.00914	1.01935	2	0	0	0
ENSG00000213439.3	0	0	0	0	0	0	0	0
ENSG00000213440.2	2.00145	3.00084	2.0032	2.00203	8.00658	4.00191	1	2.00099
ENSG00000213442.5	7511.82	7457.57	20390	23940.2	11560.3	11233.2	15459.7	13885.2
ENSG00000213443.2	47.8325	15.1164	38.9107	17.7211	50.342	57.1844	23.7709	14.7973
ENSG00000213445.7	1405	1266	1105	1216	55	49	918	848
ENSG00000213448.3	0	0	1.0009	0	9.00881	17.0132	0	1.00088
ENSG00000213449.2	0	2.38665	3.0804	2.0001	1.05334	0	0	1.00004
ENSG00000213450.4	0	0	1.00347	1.0033	1.0035	2.00446	0	0
ENSG00000213451.2	0	0	0	0	0	0	0	0
ENSG00000213452.4	0	0	0	0	0	0	0	0
ENSG00000213453.3	6.59576	9.63543	8.71262	8.74011	17.4089	20.5034	7.63799	7.59252
ENSG00000213455.3	3.113	4.0027	8.00466	9.00616	3.00138	7.28224	2.0009	5.00199
ENSG00000213461.3	0	0	0	1	1	0	0	0
ENSG00000213462.4	550.06	528.404	416.996	470.012	757.862	791.649	4107.7	3742.73
ENSG00000213463.4	5161.73	4554.11	3250.01	3188.37	5146.28	5236.21	4116.17	4251.62
ENSG00000213465.6	1171.63	1313.49	1908.45	1896.09	542.869	551.632	615.463	636.792
ENSG00000213467.4	2.07595	3.12997	2.0938	2.09817	2.07205	2.0867	0	2.16066
ENSG00000213468.3	520.24	462.069	65.6321	65.5424	80.4397	79.9049	57.9718	52.6422
ENSG00000213470.4	1.00523	0	1.00551	0	1.00293	0	2.01357	5.01065
ENSG00000213471.7	21.0816	19.0724	7.01161	15.0515	26.3043	28.3232	25.0888	10.0191
ENSG00000213478.2	5.01941	2.00706	3.00561	2.00278	3.00699	5.00758	15.0255	4.00744
ENSG00000213480.3	0	0	4.11522	2.01606	1.00949	0	1.01015	0
ENSG00000213483.4	1	0	0	1	1	3	0	0
ENSG00000213484.2	0	4.00039	2.00019	3.00021	0	0	2.00013	1.00013
ENSG00000213486.3	0	0	0	0	2	1	0	0
ENSG00000213487.3	0	0	0	0	0	0	0	0
ENSG00000213488.4	1	1	1	1	0	0	1	1
ENSG00000213489.3	0	0	0	0	0	0	0	0
ENSG00000213492.2	71.6775	91.2955	133.507	104.383	93.5686	78.9235	139.576	126.969
ENSG00000213493.3	3.03767	2.02576	0	0	1.01375	2.02728	1.01559	4.0502
ENSG00000213495.3	1.1682	2.3088	1.13567	1.11364	1.12209	0	1.15647	0
ENSG00000213498.3	2	0	2	0	0	1	1	5
ENSG00000213500.3	0	8.86E-08	0	0	5.11494	8.06928	0	0
ENSG00000213509.4	5.50283	3.02297	5.03804	3.02322	2.01559	1.007	3.02459	2.01389
ENSG00000213512.1	4.11912	0	47.3603	43.3247	0	0	2.76036	2.38882
ENSG00000213513.3	22.3737	30.3001	30.5151	42.2183	46.5421	40.5408	48.4029	41.3492
ENSG00000213514.2	56.749	51.5564	10.3756	8.50988	6.31179	5.20601	6.21494	2.10177
ENSG00000213516.8	3251.89	2980.91	2125.47	2168.75	1693.63	1731.43	1094.21	1069.96
ENSG00000213519.2	2	0	7	4	5.06761	5	3	2
ENSG00000213522.4	1.01457	1.0163	0	1.01799	2.03941	2.02922	0	2.03407
ENSG00000213523.8	2840	2564	2130	2035	2531	2480	1786	1786
ENSG00000213525.3	0	1	0	1	0	1	0	0
ENSG00000213526.3	2.02673	0	0	0	0	0	0	3.03208
ENSG00000213527.5	0	2	1	0	0	0	0	0
ENSG00000213529.3	1.00088	1.00121	0	2.00131	4.0042	0	1.00137	0
ENSG00000213530.3	0	0	0	1.00113	0	0	0	0
ENSG00000213533.10	2066.81	1825.11	1511.71	1385.24	1126.57	1014.57	1314.26	1392.64
ENSG00000213536.2	1	0	0	0	0	0	0	0
ENSG00000213538.5	16.0177	6.02986	4.03632	2.01544	3	4	8.07821	9.02043
ENSG00000213539.4	3.30106	2.04042	4.06412	4.06717	4.07792	2.0427	2.03646	3.06589
ENSG00000213540.3	3	1	2.0016	1.00226	1	0	0	1.00248
ENSG00000213542.3	41.4133	54.7554	64.995	43.0709	14.015	16.8841	12.4593	12.5358
ENSG00000213543.2	0.0882195	0	0.0310449	0.109343	0.282259	0.0592935	0.539465	0.179701
ENSG00000213547.3	0	0	0	0	0	0	0	0
ENSG00000213548.3	0	2.00196	0	0	0	0	0	1.00082
ENSG00000213549.3	0	0	0	0	5.63108	2	0	0
ENSG00000213551.4	5967.5	5442.89	4919.44	4599.44	4861.07	4922.78	10317.6	11527.4
ENSG00000213553.4	4741.05	4332.03	9722.1	11435	4245.09	4398.38	6104.5	5932.73
ENSG00000213556.3	0	0	0	0	2	2	0	0
ENSG00000213557.4	0	0	0	1	1	1	1	0
ENSG00000213558.3	0	1.02395	3.87989	2.05204	6.15062	1.02902	5.31896	8.83264
ENSG00000213559.4	2.00335	0	1.00239	2.0147	0	0	3.01575	1.0021
ENSG00000213560.4	0	0	0	1.00376	0	0	0	0
ENSG00000213561.4	0	0	0	0	0	0	0	0
ENSG00000213563.5	2299.97	2255	3357	3088	1544.67	1480	3287.78	3213.49
ENSG00000213568.4	0	1.00861	1.00019	1.00026	3.00125	0	0	0
ENSG00000213569.4	4.28515	5.31172	4.25986	0	2.13	0	0	0
ENSG00000213574.2	2.02138	2.16544	33.9633	28.6939	0	1.25439	0	1.01162
ENSG00000213578.5	17.4657	31.092	1.68911	0	108.176	93.0138	4.84209	3.45936
ENSG00000213579.3	0	0	1.01756	2.00586	1.00253	0	0	0
ENSG00000213585.9	27598.6	24990.8	15524.6	14589.5	8380.17	8401.4	10431.9	10909.5
ENSG00000213587.3	3.01999	4.02504	1.0035	5.0271	1.00662	1.00457	2.01171	1.00448
ENSG00000213588.5	1091.22	1068.06	1132.53	1195.29	433.101	512.042	685.177	662.138
ENSG00000213590.2	53.8455	62.7719	37.1199	38.7278	49.6285	56.0727	47.699	49.9689
ENSG00000213592.4	2.58198	4.26027	11.3094	17.555	4.70019	1.79137	4.39377	0
ENSG00000213593.8	14515.7	13529.6	8581.12	8017.34	2117.49	2141.84	6443.66	6390.34
ENSG00000213594.4	1.00017	0	4.00082	4.00066	0	2.00025	3.00042	1.00011
ENSG00000213598.4	310.171	250.996	586.959	616.755	365.722	452.562	131.843	111.346
ENSG00000213599.8	434.668	413.326	180.998	184.834	418.058	242.977	322.145	345.523
ENSG00000213600.3	2	1	3	4	3	5	4	0
ENSG00000213601.3	1.00208	1.00116	6.00969	2.83585	2	4	0	1.44352
ENSG00000213604.4	0	0	0	0	0	0	0	0
ENSG00000213605.2	7.50094	10.7284	5.27607	14.8255	15.8334	12.4913	9.49665	8.60403
ENSG00000213606.3	0	0	0	0	144.66	102.424	0	0
ENSG00000213607.4	0	0	0	0	0	0	0	0
ENSG00000213608.5	0	1.01058	2.00888	0	7	4.00904	0	2
ENSG00000213609.3	155.15	146.925	315.403	383.193	136.776	202.816	167.668	191.989
ENSG00000213612.3	6.02321	3.01306	13	10.0238	10.0358	9.05037	11.075	9.03894
ENSG00000213613.2	263	250	636	656.992	502	467	241	263
ENSG00000213614.8	2246.99	2057.66	739.58	817.682	9.01933	12.7498	2443.91	2545.66
ENSG00000213619.8	7766.45	6961.3	6025.07	5881.71	3520.49	3317.45	3189.48	3489.76
ENSG00000213620.3	0	0	0	0	0	0	0	0
ENSG00000213621.3	1906.35	1923.74	4291.27	4794.34	1443.88	1569.79	1580.28	1851.72
ENSG00000213625.7	2471.23	2260.1	2046.51	2157.57	2660.89	2614.05	3052.9	3035.4
ENSG00000213626.10	1	5	44	42	822	736	707	586
ENSG00000213630.3	83.1679	75.5553	223.135	183.417	63.6624	56.24	60.5584	44.2893
ENSG00000213638.5	281	326	186	173	128	112	322	278
ENSG00000213639.8	13250.2	11018.2	9319.36	9822.62	8021.83	7803.97	8053.93	9029.98
ENSG00000213640.3	19	18.017	7.00513	4.00137	2	3	0	0
ENSG00000213641.4	1.00034	0	1.00066	1.00053	18.006	15.0045	0	1.00042
ENSG00000213642.3	0	0	0	0	0	0	0	0
ENSG00000213643.3	0	0	0	0	0	0	0	0
ENSG00000213644.2	0	0	0	0	0	0	0	0
ENSG00000213645.2	1	0	1	3	0	0	0	2
ENSG00000213648.9	1279.08	1153.93	586.505	502.398	725.689	866.156	1334.12	1384.36
ENSG00000213650.3	4.03509	2.82759	0	2.02014	1.01076	0	3.02641	2.01807
ENSG00000213652.3	0	0	1.00101	0	0	0	2.00427	2.00392
ENSG00000213653.4	1.00302	0	0	0	1.00084	1.002	2.00378	0
ENSG00000213654.8	20	21	15	10	21	33	48	42
ENSG00000213655.4	1	0	0	0	1	1	0	0
ENSG00000213657.3	1	1	4	1	1	2	1	1
ENSG00000213658.9	49.7557	58.4275	49.4467	49.9394	58.7116	60.2233	46.6776	44.7357
ENSG00000213659.4	0	0	0	0	0	0	0	0
ENSG00000213661.3	0	0	0	0	0	1.84868	1.18233	0
ENSG00000213663.4	0	0	0	0	0	0	0	0
ENSG00000213664.4	0	0	0	0	0	0	0	0
ENSG00000213667.3	0	1.08301	2.09651	0	1.03275	1.04211	1.02631	3.14957
ENSG00000213669.2	0	0	0	3	0	0	1	0
ENSG00000213671.3	20.0445	19.2654	22.0536	23.31	22.0734	21.955	34.0833	12.8109
ENSG00000213672.6	2791	2763	2778	2785	1244	1081	1622	1789
ENSG00000213673.3	1.0028	1.00243	4.00978	3.0078	2.00465	0	1.0016	2.00413
ENSG00000213676.9	1266	1156	3686	3661	3026	2981	11916	11048
ENSG00000213683.4	494.643	445.577	413.026	403.219	330.231	269.307	277.837	288.082
ENSG00000213684.4	1.0079	5.03288	13.1047	8.06132	0	0	0	0
ENSG00000213689.8	522.33	500.791	1140.65	1248.75	411.58	358.655	749.887	752.654
ENSG00000213690.3	0	0	0	0	0	0	0	0
ENSG00000213693.4	124.071	103.064	137	132	16	36.0156	15.0141	11
ENSG00000213694.3	376.151	302.404	29.2416	24.1739	333.293	325.594	28.013	36.2622
ENSG00000213695.3	12.9551	7.67259	19.6288	9.72562	30.8	35.8639	10.5736	4.37662
ENSG00000213697.3	3.02274	6.0403	2.02204	1.00223	1.00231	1.01044	0	1.01578
ENSG00000213698.2	0	0	0	0	0	0	1.00044	0
ENSG00000213699.7	4348.39	4032.74	2386.31	2312.94	2404.12	2353.2	1327.71	1580.84
ENSG00000213700.3	7.18327	13.3465	29.7233	42.3631	4.14234	4.13848	10.3818	13.5159
ENSG00000213701.4	29.6774	19.3148	1.1976	5.85842	0	3.58575	5.29214	2.00746
ENSG00000213703.2	2	1.0001	3.00009	3.00008	1.00005	2.00011	1	0
ENSG00000213704.3	2.00006	3.00021	5.29174	3.00014	2.00007	2.00013	2.29699	2.36633
ENSG00000213706.2	3.18598	4.66648	2	1.11	7.83466	6	4.5447	6.32173
ENSG00000213707.2	18.2291	21.1482	19.7098	37.7891	28.9792	38.5782	20.1509	19.7568
ENSG00000213708.6	0	0	0	0	0	0	0	0
ENSG00000213711.3	0	0	0	1.00089	0	0	0	0
ENSG00000213713.3	276.822	201.648	269.871	265.157	328.133	307.451	269.851	324.007
ENSG00000213714.1	1	3	0	0	27.3471	16.5789	0	3
ENSG00000213716.3	0	0	0	0	0	0	0	0
ENSG00000213717.3	1.003	0	0	1.00253	1.00277	2.00378	0	1.00229
ENSG00000213719.7	13166.6	11775.4	13622	14132.3	9267.34	8934	16266.4	18180.9
ENSG00000213721.3	0	2.02408	0	0	1.01134	3.04996	7.74699	3.03765
ENSG00000213722.7	1124	1131	2456	3478	543	631	2653	2441
ENSG00000213724.3	6.35374	15.6857	14.2984	8.33154	14.0689	3.66226	12.7144	14.4199
ENSG00000213726.5	0	0	2.00006	0	0	0	0	0
ENSG00000213727.3	0	3.97243	0	0	0	0	0	0
ENSG00000213729.3	0	0	1.00146	1.00132	0	1.00299	2.00571	1.00154
ENSG00000213730.3	0	1.00091	0	0	20.0744	22.0541	0	0
ENSG00000213731.2	0	0	0	0	0	0	0	2
ENSG00000213735.2	0	0	0	0	0	0	0	0
ENSG00000213736.2	0	0	0	0	0	0	0	0
ENSG00000213739.3	0	0	1.06887	0	1.00039	0	2.00067	0
ENSG00000213740.2	5.52189	1.88916	5.37394	5.19595	3.25685	15.8095	5.39121	0
ENSG00000213741.7	3100.1	2895.91	8380.7	8362.68	4003.59	4131.92	4708.01	4990.54
ENSG00000213742.5	1096.92	984.765	1194.47	1170.53	542.596	613.149	309.79	288.164
ENSG00000213744.3	1.0001	2	4.00103	0	0	0	0	1.00037
ENSG00000213747.2	0	0	0	0	0	0	0	0
ENSG00000213750.4	0	1.00226	2.0038	3.02226	1.00464	1.01261	1.00124	0
ENSG00000213752.3	1.0001	1	0	0	0	0	0	0
ENSG00000213753.9	2198.9	2007.17	2389.39	2345.79	1699.07	1693.56	4663.16	4861.77
ENSG00000213754.2	15.087	23.1026	6	4.01218	0	2.01045	0	0
ENSG00000213755.3	1.00658	2.91336	2.02774	1.01111	1.11173	0	1.01708	1.00904
ENSG00000213757.3	200.745	205.264	789.43	884.432	212.153	182.262	208.903	200.873
ENSG00000213759.7	13698.7	13190.9	29.7995	29.5118	1	1	15.2418	11
ENSG00000213760.9	86.0325	68.0658	52.0173	48.0126	1954.53	2125.05	125.136	106.04
ENSG00000213761.4	0	1.33274	6.51341	3.31994	1.29471	0	2.432	0
ENSG00000213762.9	2013.61	1763.76	948	957	2051.48	1981	1169	1041.35
ENSG00000213763.4	5.02318	5.02802	1.00567	1.00618	1.00639	1.00533	4.02326	8.0414
ENSG00000213770.3	2.00685	4.01049	0	1	0	0	3.01684	4.00577
ENSG00000213771.3	2.15352	5.53582	0	2.20762	0	0	7.71925	9.62436
ENSG00000213772.3	3.14437	3.14059	3.11733	10.3144	4.12486	4.14537	2.05638	4.135
ENSG00000213774.3	0	0	0	0	0	0	0	0
ENSG00000213777.5	1.29198	7.74779	0	0	16.3426	14.7519	2.70154	2.96306
ENSG00000213778.2	0	3.0001	4.00062	2.00004	0	0	2.00194	3.00047
ENSG00000213779.4	3.12429	3.20125	0	3.18857	1.02892	2.09091	1.00975	1.01794
ENSG00000213780.9	363.814	311.355	1085.95	988.239	516.28	459.188	913.199	950.599
ENSG00000213781.3	15.0097	17.0213	5.00917	8.00792	20.0498	14.0278	11.0122	10.0126
ENSG00000213782.6	5452	5095	5945	5836	960	969	2180	2372
ENSG00000213783.4	2	3	0	1	1	1	0	0
ENSG00000213785.3	0	0	0	0	1	2	0	0
ENSG00000213786.3	0	0	2.00987	1.00419	0	1.00872	1.00554	0
ENSG00000213787.3	0	0	0	0	0	1.00152	1.04512	0
ENSG00000213790.2	2.83102	7.05665	0	1.3745	10.1787	1.43459	0	2.76372
ENSG00000213791.4	346.126	304.372	845.325	1005.52	659.055	671.504	566.985	501.527
ENSG00000213793.4	78.6342	103.569	73.8304	55.0064	75.8305	58.2291	47.662	65.0455
ENSG00000213798.3	3.40758	0	4.00619	2.00264	0	1.00111	0	1.00097
ENSG00000213799.9	1450.26	1304.71	1015.16	920.134	1380.46	1320.07	1101.68	1201.12
ENSG00000213801.4	408.021	430.583	300.821	272.519	266.281	287.564	148.864	130.659
ENSG00000213809.7	28.0945	29.1729	22.3988	13.2114	22.6326	23.755	29.9452	19.9483
ENSG00000213816.3	0	3.58842	0	0	0	0	0	0
ENSG00000213820.3	1.01848	0	1.00531	2.01295	3.02608	0	0	0
ENSG00000213822.6	0	0	0	0	0	0	0	0
ENSG00000213830.3	29.0123	39.0131	44.039	65.0078	28.0048	23.0167	17.0185	18.0113
ENSG00000213839.4	672.693	595.658	456.873	505.228	349.333	369.329	349.999	362.402
ENSG00000213842.2	2.15412	2.1076	4.13858	4.21927	1.04941	6.59961	7.41155	3.05434
ENSG00000213846.4	641.063	562.895	646.583	693.701	41	47	21.9053	19
ENSG00000213849.3	1.04692	0	1.04002	0	1.05027	1.0412	0	0
ENSG00000213851.3	0	3.19796	5.48197	6.46384	1.34527	1.00613	3.01189	2.10859
ENSG00000213853.8	2917.58	2810.9	1932.54	1875.44	242.619	220.887	12158.3	12571.9
ENSG00000213854.3	32.2545	44.0365	53.0761	56.6085	3.4355	0	41.5345	33.7375
ENSG00000213856.3	2.43793	1.81669	2.13421	1.06974	1.08608	0	1.10153	0
ENSG00000213857.3	5.67762	5.88025	4.79585	3.50056	1.33554	6.63889	2.17874	6.24296
