id	SRR925687	SRR925688	SRR925697	SRR925703	SRR925714	SRR925716	SRR925720	SRR925721	SRR925726	SRR934634	SRR934636
ENSG00000007237.17	0	0	0	0.37	0	0.31	0	0	0	0.31	0
ENSG00000007255.9	17.19	34.98	9.66	12.38	12.84	7.91	5.89	11.66	5.54	15.39	47.35
ENSG00000007264.12	0	0	0.71	1.34	1.4	0	0	0	0	0.44	4.19
ENSG00000007306.13	0	0	0	0.38	0	0	0	0	0	0.37	0
ENSG00000007312.11	0	0	0	0.07	0.05	0	0	0.09	0	0	0
ENSG00000007314.10	0	0	0	0.03	0.01	0.02	0	0	0.02	0	0.03
ENSG00000007341.17	9.21	7.38	10.81	15.77	16.31	9.97	6.87	8.98	26.05	4.54	8.52
ENSG00000007350.15	0	0	0	0.03	0	0.05	0	0	0	0	0
ENSG00000007372.19	0.06	0.29	10.24	5.51	15.92	0.12	0.19	0.04	0.26	0	12.57
ENSG00000007376.6	81.49	44.84	47.95	10.81	17.09	31.88	58.2	57.16	51.71	53.97	24.14
ENSG00000007384.14	27.3	33.33	14.21	13.66	14.45	26.22	14.56	60.61	18.25	5.26	12.46
ENSG00000007392.15	23.3	11.87	23.9	12.06	15.11	19.14	18.07	20.82	45.47	22.03	13.91
ENSG00000007402.10	0.22	0.26	0.29	0.2	0.09	0.2	0.03	0.15	0	0	0.38
ENSG00000007516.12	0.81	0.75	0.12	0.05	0	0	0.23	0.67	1.55	0	0.36
ENSG00000007520.3	65.1	40.23	39.5	29.85	30.35	97.09	56.34	64.56	38.86	82.64	84.04
ENSG00000007541.13	37.1	20.44	16.52	12.88	20.31	40.69	19.72	31.63	34.1	12.49	20.45
ENSG00000007545.14	7.81	7.38	6.06	8	9.58	7.38	8.49	4.8	6.64	9.03	21.31
ENSG00000007866.17	11.39	30.3	6.87	8.99	6.35	12.57	8.2	22.85	14.78	7.1	15.09
ENSG00000007908.14	0	0	0	0	0	0	0	0	0.17	0	0
ENSG00000007923.14	47.43	27.77	56.02	29.37	35.34	43.2	40.88	18.13	36.43	48.49	51.75
ENSG00000007933.11	0	0	0	0.2	0.29	1.99	0	0	0	0	0
ENSG00000007944.13	0.29	2.58	0	0.65	0.62	1.88	0.38	0.22	1.38	0.65	1.13
ENSG00000007952.16	0	0.04	0	0	0.07	0.04	0.03	0	0	0	0
ENSG00000007968.6	5.76	3.11	4.74	7.34	4.25	10.77	2.59	1.3	3.32	3.14	2.69
ENSG00000008018.8	122.77	173.71	144.31	169.21	191.72	133.97	194.31	201.8	266.03	202.6	159.51
ENSG00000008056.11	0.39	0	0.41	0.71	0.02	0	0.05	1.14	0.07	0.06	0.75
ENSG00000008083.12	4.3	6.02	8.75	6.68	7.9	6.33	6.4	18.54	6.01	8.91	14.17
ENSG00000008086.9	0.68	1.66	0.8	3.88	2.3	1.23	0.42	0.89	0.4	0.08	0.67
ENSG00000008118.8	0	0.03	0	0.12	0	0.21	0.12	0.08	0	0	0
ENSG00000008128.21	34.56	23.96	39.71	14.04	22.92	35.86	46.11	20.35	37	18.6	85.74
ENSG00000008130.14	37.73	45.78	58.22	21.2	37.56	71.64	57.83	30.05	41.59	46.01	111.26
ENSG00000008196.11	0	0	0.02	0.04	0	0.01	0	0.06	0	0	0
ENSG00000008197.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226.18	0.04	0.04	0.05	0.19	0.26	0	0	0.12	0.15	0	0.02
ENSG00000008256.14	14.13	11.27	10.33	6.99	19.54	31.28	12.39	6.67	11.96	12.69	39.75
ENSG00000008277.13	0.2	0.06	0.56	0.57	0.26	0.11	0	0.03	3.08	0	1.39
ENSG00000008282.6	87.83	38.11	29.83	106.14	27.79	33.28	74.19	51.46	62.64	29.68	9.56
ENSG00000008283.14	64.77	38.88	11.94	1.38	6.17	36.37	22.21	50.42	35.1	33.46	14.32
ENSG00000008294.19	13.34	15.07	20.91	42.04	60.74	25.92	16.42	21.05	21.95	11.97	55
ENSG00000008300.13	6.92	3.16	6.08	4.6	11.02	7.23	2.66	6.26	2.79	2.31	15.29
ENSG00000008311.13	0.36	0.92	0.08	0.4	0.03	0.79	2.28	0.7	9.25	0.09	0.16
ENSG00000008323.14	1.34	4.12	0.04	0.35	0.25	0.23	0.22	2.4	0	1.6	0.24
ENSG00000008324.9	22.02	18.44	29.4	25.1	15.63	14.23	19.24	11.23	23.59	20.86	15.27
ENSG00000008382.14	8.75	8.13	8.25	7.89	8.15	12.5	6.83	11.59	16.95	12.81	24.84
ENSG00000008394.11	502.02	494.06	0	680.51	250.1	140.73	408.2	474.26	204.44	72.15	3.77
ENSG00000008405.10	3.86	1.79	6.08	5.19	7.56	5.42	3.71	7.11	19.11	5.31	15
ENSG00000008438.4	0.23	0	0.4	0.37	0.1	0	0	0	0	0	0
ENSG00000008441.15	33.87	13.98	97.11	112.99	54.94	117.16	38.83	21.9	9.93	36.82	179.81
ENSG00000008513.13	9.02	11.14	5.66	20.75	0.7	32.04	6.81	35.57	4.26	14.5	11.34
ENSG00000008516.15	0.74	1.25	0.32	0.32	0.52	0.45	0.1	1.03	0.13	0.72	2.5
ENSG00000008517.15	0.32	4.37	1.27	2.26	2.82	7.8	10.35	55.08	17.86	11.84	2.71
ENSG00000008710.16	58.82	33.53	70.94	53.73	30.97	151.89	56.32	55.85	57.69	33.45	417.23
ENSG00000008735.13	0.5	0.06	0.43	0.66	3.61	0.34	0.42	0.45	0.25	0.33	1.13
ENSG00000008838.16	81.67	48.25	34.14	32.62	69.9	46.02	82.65	66.32	69.79	64.12	66.4
ENSG00000008853.15	36.52	18.5	22.67	6.07	7.11	18.95	35.25	7.33	9.91	22.97	16.41
ENSG00000008869.10	3.25	4.2	3.31	3.15	2.01	3.54	3.77	3.62	3.17	0.86	0.45
ENSG00000008952.15	35.22	25.26	37.83	57.51	115.27	34.14	33.83	24.03	40.67	13.21	3.79
ENSG00000008988.8	1667.64	1580.66	1557.14	1249.34	779.97	1560.24	1599.44	1312.04	896.64	2880.03	1530.83
ENSG00000009307.14	147.6	175.76	96.59	232.76	763.99	152.62	147.27	128.83	277.28	137.45	109.28
ENSG00000009335.16	5.92	1.28	7.67	9.94	3.57	12.49	5.11	4.1	5.99	4.67	15.15
ENSG00000009413.14	2.74	4.63	5.36	29.01	12.22	11.25	5.61	1.24	4.18	2.12	1.08
ENSG00000009694.12	0	0.12	0	0.02	0.04	0.62	0.11	0	1.09	0.04	0.12
ENSG00000009709.10	0	0	0	2.95	0	0.03	0	0	0	0	0.05
ENSG00000009724.15	1.11	0.58	0.39	0.76	0.55	0.92	0.91	0.35	0.68	0.25	3.48
ENSG00000009765.13	0	0.62	0.06	0.75	0.34	0.64	0.04	0.01	0.31	0.1	0.22
ENSG00000009780.14	3.52	3.11	4.6	5.39	2.71	4.48	3.06	2.84	4.54	0.42	0.59
ENSG00000009790.13	0.07	2.63	0	0.23	0.06	0.02	0.68	0.03	0.02	0.68	1.2
ENSG00000009830.10	14.91	12.65	8.35	22.82	41.65	14.3	14.48	9.67	9.99	16.13	26.76
ENSG00000009844.14	16.37	22.01	57.66	32.89	55.59	25.62	24.98	29.32	32.67	11.24	8.58
ENSG00000009950.14	3.25	0	0.26	1.18	0.37	1.27	0.14	0	0.23	0.4	0.41
ENSG00000009954.9	25.07	12.77	27.06	36.38	42.87	38.84	28.08	11.92	45.12	24.33	23.37
ENSG00000010017.12	4.46	11.93	31.75	27.35	32.61	17.06	13.75	18.97	28.37	3.95	22.51
ENSG00000010030.12	0.67	1.34	0.05	0	0.11	0	0.29	0.27	0	0	0.08
ENSG00000010072.14	14.94	13.2	8.54	6.81	24.88	6.56	18.34	7.01	12.51	22.26	8.15
ENSG00000010165.18	34.46	22	41.71	35.87	31.51	26.23	38.02	26.81	37.76	54.07	26.94
ENSG00000010219.12	61.23	25.97	29.06	3.41	33.17	13.36	36.49	35.81	20.05	30.73	32.29
ENSG00000010244.15	124.81	88.86	121.95	114.88	162.62	79.67	124.47	117.51	92.16	103.18	50.62
ENSG00000010256.9	366.97	449.49	214.12	411.6	256.14	237.19	415.56	352.15	247.09	404.5	236.03
ENSG00000010270.12	19.7	10.41	28.16	30.36	33.66	21.04	24.21	25.06	33.95	16.67	20.48
ENSG00000010278.10	286.97	287.32	6.24	12.37	27.61	14.71	122.93	170.41	158.99	307.05	90.59
ENSG00000010282.13	0	0.71	0	0.13	0	0	0.3	0	0	0	0.12
ENSG00000010292.11	96.18	43.26	35.72	184.41	91.87	65.99	60.77	14.7	130.15	66.75	61.59
ENSG00000010295.18	0	0	0.02	0.3	0.12	20.82	0	0	5.31	0.07	0.47
ENSG00000010310.7	0	0.37	0	0.09	0.49	0.14	0	1.85	0.26	0.34	4.94
ENSG00000010318.18	3.92	4	4.67	27.91	9.97	5.61	5.2	2.95	15.77	3.47	17.41
ENSG00000010319.5	0	0	0	0	0	0.21	0	0.13	1.77	0	0
ENSG00000010322.14	36.89	44.96	30.7	31.18	25.63	21.97	18.56	17.85	20.48	16.04	48.97
ENSG00000010327.9	0.04	0	0	0.17	0.04	0.11	0	0	0	0	0.16
ENSG00000010361.12	4.46	8.47	9.89	0.14	2.01	14.69	4.16	8.57	0	7.07	18.65
ENSG00000010379.14	0	0	0	0.14	0.06	0.48	0	0	1.08	0.11	0.3
ENSG00000010404.16	27.6	29.98	38.68	22.81	21.64	32.69	15.49	33.83	130.58	13.35	84.57
ENSG00000010438.15	156.78	6.7	0	0.62	0	0	3.22	199.19	37.66	18.06	0
ENSG00000010539.10	4.37	2.57	7	5.52	7.28	3.3	3.33	4.63	4.33	2.28	4.49
ENSG00000010610.8	0	0.18	0.04	0.34	0.09	0.54	0	0.52	0	0	0.03
ENSG00000010626.13	5.18	1.3	1.57	6.56	1.51	3.08	1.21	3.09	1.89	3.92	6.19
ENSG00000010671.14	0	0	0	0.27	0.05	0	0	0	0.13	0.07	0.09
ENSG00000010704.17	5.2	5.78	1.99	7.19	5.43	2.41	3.95	4.39	5.11	7.18	7.76
ENSG00000010803.15	17.99	13.35	19.27	26.92	24.28	24.72	17.67	14.36	14.04	23.65	51.68
ENSG00000010810.16	17.09	19.54	6.74	18.36	13.49	58.55	5.4	30.41	29.17	1.03	39.59
ENSG00000010818.7	2.83	3.26	3.47	6.89	2.82	7.82	7.71	5.28	3.65	2.41	3.17
ENSG00000010932.14	0	0.51	0	0.28	0	0.13	0	0	0	0	0
ENSG00000011007.11	29.12	17.71	35.75	32.78	33.91	35.59	29.94	30.54	38.43	33.6	28.74
ENSG00000011009.9	78.46	73.73	34.83	14.58	10.21	71.52	65.6	137.91	52.11	99.02	63.76
ENSG00000011021.20	4.6	2.16	6.91	6.92	3.43	6.78	2.35	1.86	2.16	2.83	7.17
ENSG00000011028.12	16.96	21.71	57.29	8.73	32.63	66.99	4.42	3.99	18.02	3.12	105.55
ENSG00000011052.20	14.38	7.63	6.86	3.2	17.93	33.53	9.57	18.86	13.76	12.9	20.98
ENSG00000011083.7	0	0	0	0.02	0	0	0	0.02	0	0	0
ENSG00000011105.10	6.7	5.91	20.38	27.82	39.68	10.75	9.09	15.58	4.49	13.31	6.88
ENSG00000011114.13	7.91	7.13	6.59	17.78	10.62	7.67	7.91	7.26	6.65	5.48	9.97
ENSG00000011132.10	6.93	11.58	9.51	3.49	5.77	16.05	13.38	16.73	12.99	12.86	55.93
ENSG00000011143.15	16.17	13.4	7.03	9.52	18.18	7.21	9.13	10.37	8.67	9.15	26.57
ENSG00000011198.6	13.92	38.48	20.89	19.02	7.62	13.78	16.34	16.8	16.03	4.13	1.2
ENSG00000011201.9	0.09	0.61	13.86	6.08	0	2.93	0	0	5.2	0	0
ENSG00000011243.16	40.82	40.83	31.75	60.16	54	37.15	50.57	47.84	42.72	45.17	75.3
ENSG00000011258.14	1.8	2.21	1.56	1.54	2.57	1.28	1.5	1.04	2.06	0.25	0.37
ENSG00000011260.12	22.31	10.11	27.23	25.29	54.39	17.11	24.45	15.89	37.98	7.77	3.77
ENSG00000011275.17	8.14	4.99	23.59	20.43	18.59	16.38	10.87	9.82	13.53	11.52	22.62
ENSG00000011295.14	14.75	37.99	28.68	34.76	11.58	14.65	10.65	13.17	22.92	8.45	14.17
ENSG00000011304.15	426.73	218.65	406.24	197.93	302.23	559.72	372.35	261.55	395.37	436.61	696.59
ENSG00000011332.18	6.76	0.72	10.92	4.17	4.46	28.27	2.86	0.87	7.38	1.19	4.65
ENSG00000011347.8	3.57	5.67	0.9	29.13	2.16	1.5	0.99	3.02	0.83	4.03	6.03
ENSG00000011376.8	17.6	5.94	13.95	16.14	11.71	9.61	12.39	9.97	13.78	9.76	5.9
ENSG00000011405.12	4.92	5.64	7.51	7.68	19.62	4.54	8.45	3.72	4.19	1.1	0.51
ENSG00000011422.10	20.97	22.4	61.06	8.97	23.09	106.9	26.57	158.22	120.24	47.03	83.32
ENSG00000011426.9	71.88	35.52	99.84	113.23	112.53	118.59	86.83	19.17	152.63	55.17	36.96
ENSG00000011451.16	27.19	19.75	37.48	18.24	15.98	42.95	26.25	26.19	27.34	26.45	48.96
ENSG00000011454.15	12.02	12.59	15.99	11.86	20.18	5.73	7.4	6.37	9.2	3.89	6.1
ENSG00000011465.15	0	0.36	133.14	27.12	0.09	32.39	35.16	0.05	0	2.17	0
ENSG00000011478.10	11.21	8.23	26.23	10.06	10.49	23.03	12.72	9.58	18.34	11.1	18.28
ENSG00000011485.13	84.88	47.8	86.07	39.24	121.3	94.82	114.61	83.3	105.01	105.09	50.67
ENSG00000011523.12	3.68	5.86	1.96	4.69	5.53	5.73	3.44	2.65	2.4	4.58	6.56
ENSG00000011566.13	3.29	5.13	4.05	8.44	3.09	4.04	3.68	3.12	2.92	6.6	3.07
ENSG00000011590.12	0.08	0.09	0.03	0.21	0.5	0.08	0	0	0	0.25	0.4
ENSG00000011600.10	0	0	0	0	0	0.35	0	0	0	0	0
ENSG00000011638.9	20.55	53.02	13.01	22.82	7.73	9.16	14.97	32.79	5.92	17.79	25.47
ENSG00000011677.11	5.88	0	0	0	0	1.88	0	0	5.42	0	4.26
ENSG00000012048.18	15.36	5.97	5.72	6.56	9.13	29.57	11.3	7.43	14.83	18.01	18.69
ENSG00000012061.14	79.42	48.2	60.78	41	79.97	127.21	66.98	102.26	60.88	61.57	121.54
ENSG00000012124.13	1.93	2.56	0.18	4.49	1.18	6.99	1.07	2.47	3.8	1.11	1.31
ENSG00000012171.16	15.12	55.08	2.96	0.29	1.02	7.93	2.5	50.38	1.19	2.33	9.56
ENSG00000012174.10	6.94	3.68	15.86	8.24	8.6	3.47	5.44	5.52	8.04	0.41	11.33
ENSG00000012211.11	24.07	22.24	10.53	5.89	2.76	3.84	20.17	14.95	3.74	17.53	35.59
ENSG00000012223.11	0	0	0.18	0.26	0	0	1.74	0.07	0	0.73	0
ENSG00000012232.7	14.69	14.58	15.3	12.84	12.04	14.49	20.93	17.39	12.63	17.13	15.35
ENSG00000012504.12	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.12	29.4	43.41	71.6	69.49	72.05	53.85	37.79	36.47	47.91	48.73	85.23
ENSG00000012779.9	15.05	1.14	0	0	0	0	0	0	0	0.09	0.06
ENSG00000012817.14	0	0	0	0.19	0.07	0.08	0	0	0	0.29	0.44
ENSG00000012822.14	18.17	103.09	10.88	11.04	12.76	10.85	25.17	35.07	9.28	8.74	44.83
ENSG00000012963.12	21.06	8.66	12.46	39.84	20.06	38.55	18.26	16.95	26.41	27.08	23.82
ENSG00000012983.10	13.91	15.54	9.89	21.07	24	23.42	13.56	13.87	24.21	15.73	20.79
ENSG00000013016.13	5.29	2.24	8.55	4.02	2.26	7.12	0.03	2.7	0	2.44	31.95
ENSG00000013275.6	118.26	59.8	116.83	48.65	125.69	226.03	98.35	136.85	111.52	163.86	132.34
ENSG00000013288.7	13.36	10.63	13.97	4.8	6.27	13.57	8.5	18.81	15.97	9.53	19.45
ENSG00000013293.5	0.02	0.02	0.05	0.26	0.06	0.14	0.01	0.06	0.02	0	0.03
ENSG00000013297.9	0.23	0.29	0.05	0.7	0.88	0.61	0.08	0.19	0.09	0	0.12
ENSG00000013306.14	159.1	166.19	133.85	54.49	148.51	96.52	170.15	241.38	172.4	279.02	213.11
ENSG00000013364.17	47.88	117.18	30.02	91.11	24.51	77.28	45.41	167.76	29	65.51	193.95
ENSG00000013374.14	22.73	20.06	16.16	82.75	34.19	32.79	31.52	18.12	29.35	23.13	71.65
ENSG00000013375.14	1.72	5.19	14.84	23.2	12.26	8.92	9.82	15.12	10.69	10.04	6.39
ENSG00000013392.7	0.31	0.6	1.31	1.59	0.65	0.51	0.78	1.16	1.15	0.16	0.52
ENSG00000013441.14	22.15	15.84	11.71	23.53	21.94	10.38	13.93	11.84	11.71	3.14	2.42
ENSG00000013503.8	2.18	3.62	3.73	4.7	7.18	5.51	5.77	3.74	6.02	4.67	2.67
ENSG00000013523.8	9.59	3.06	6.19	10.02	13.44	1.3	11.32	4.76	1.94	10.52	15.15
ENSG00000013561.16	22.68	39.49	38.92	36.81	41.2	27.18	44.51	31.08	31.34	11.82	23
ENSG00000013563.12	27	15.37	18.09	35.55	15.85	39.01	24.47	60.24	16.46	18.59	22.05
ENSG00000013573.15	66.18	16.2	22.74	57.5	46.33	42.81	55.01	17.15	76.07	7.77	60.87
ENSG00000013583.7	37.77	36.09	22.85	67.3	54.27	12.73	28.33	29.03	44.94	35.91	41.63
ENSG00000013588.5	219.54	170.58	8.27	0.34	15.68	8.37	65.47	457.84	37.31	86.15	36.43
ENSG00000013619.12	2.24	3.36	27.9	1.91	1.34	9.35	1.56	3.99	14.03	2.6	3.32
ENSG00000013725.13	0	0	0	0.51	0.1	0.21	0	0	0	0	0
ENSG00000013810.17	72.48	32.67	47.14	39.15	51.62	72.08	53.55	21.37	104.65	63.71	48.56
ENSG00000014123.9	3.41	6.13	6.76	4.12	7.54	4.6	7	4.92	4.75	1.3	1.53
ENSG00000014138.7	20.19	2.92	21	40.32	19.16	39.74	17.92	6.06	11.01	12.5	6.98
ENSG00000014164.6	16.18	13.02	19.43	12.18	1.47	25.83	20.58	26.56	13.6	31.8	26.53
ENSG00000014216.14	314.67	355.85	56.39	79.48	40.32	50.3	219.28	222.51	62.84	181.12	50.09
ENSG00000014257.14	0	3.27	0	0.08	0	0	0.07	1.68	0.21	0.18	0
ENSG00000014641.16	132.7	102.4	78.9	92.73	147.87	63.4	108.06	76.29	163.58	100.98	65.78
ENSG00000014824.12	14.05	12.09	11.54	26.39	20.68	9.13	12.29	18.4	11.84	16.57	30.8
ENSG00000014914.18	6.64	7.1	8.83	12.29	5.44	3.87	16.48	16.7	67.56	13.79	48.09
ENSG00000014919.11	13.88	7.78	11.67	3.2	8.92	6.25	10.59	11.27	15.01	16.66	14.69
ENSG00000015133.17	3.16	9.8	2.51	4.89	0.75	0.41	8.35	2.89	6.46	6.59	5.5
ENSG00000015153.13	9	4.74	8.16	7.12	2.58	5.42	7.31	5.35	6.69	3.65	5.4
ENSG00000015171.17	17.46	14.21	30.84	29.4	50.46	15.85	20.03	14.95	24.25	6.58	17.55
ENSG00000015285.9	0.63	0	0.16	0.36	0.94	0.64	0.04	0	0.04	0	0.45
ENSG00000015413.8	0	0	0	0	0	0.2	0	0	0.24	0.76	0
ENSG00000015475.17	56.18	26.86	51.82	10.95	60.43	49.24	45.85	156.99	48	32.68	2.11
ENSG00000015479.16	72.13	58.26	128.62	157.92	139.31	81.41	89.18	62.38	127.92	55.27	11.73
ENSG00000015520.13	0.02	0	0.07	0.14	0.01	0.05	0	0.02	0.05	0	0.11
ENSG00000015532.8	17.53	21.43	11.76	11.45	13.42	16.32	8.6	13.29	12.18	18.58	15.73
ENSG00000015568.11	2.33	0.27	0.61	1.56	1.86	1.01	0.74	0.87	0.53	3.58	2.96
ENSG00000015592.15	0	0	0	0	0.06	0	0	0	0	0	0.4
ENSG00000015676.16	49.97	45.84	60.81	48.01	63.18	72.09	66.89	40.91	56.3	109.53	115.35
ENSG00000016082.13	5.77	0.98	0	0	0.06	0	0.09	1.03	0.51	0.75	1.07
ENSG00000016391.9	0	0	0.41	0.37	0.18	0	0.84	0.04	0	0.52	1.84
ENSG00000016402.11	0.74	0	0	0	0.07	0	5.11	0.25	0.11	0.41	0
ENSG00000016490.14	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602.9	0	2.1	0	0.04	0	0	0.09	0.06	0	0.06	0
ENSG00000016864.15	30.98	33.89	38.82	59.59	17.39	21.54	35.68	21.97	33.97	6.73	19.62
ENSG00000017260.18	46.6	48.78	24.01	66.6	69.2	44	24.33	31.46	33.04	12.07	6.75
ENSG00000017427.14	0	0	0.52	0	0	0	0	0	0	0	0
ENSG00000017483.13	0.54	0.38	0	0.22	43.42	0.29	0.11	0.21	0.04	0.33	0.87
ENSG00000017797.10	30.73	35.59	22.55	26.51	45.43	24.92	31.5	21.48	40.41	23.61	43.99
ENSG00000018189.11	5.15	10	3.82	3.49	6.74	3.53	3.13	4.54	4.11	1.24	11.48
ENSG00000018236.13	1.43	0.57	0.04	0.02	0.09	0	0	0	0.4	0.75	0
ENSG00000018280.15	0.39	0.04	0	0.06	0.49	0.01	0.1	1.5	0.36	0.8	0.16
ENSG00000018408.13	19.45	6.22	30.43	90.37	100.56	33.93	11.43	21.36	20.94	29.67	75.76
ENSG00000018510.11	6.75	4.27	6.15	12.4	14.99	11.66	6.05	5.64	10.24	2.66	23.88
ENSG00000018607.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.12	1.82	0.31	4.08	6.9	8.7	0.72	0	0	2.54	0.33	4.34
ENSG00000018625.13	0.04	0.14	0	1.49	0	0.31	0	0.43	0.05	0	0.02
ENSG00000018699.10	10.27	4.63	9.37	13.17	8	4.7	10.95	8.7	10.16	7.65	3.8
ENSG00000018869.15	0	0.44	1.4	0.91	1.55	0.25	0	2.43	0	0	0.28
ENSG00000019102.10	0.12	0	0	0	0	0.12	0.07	0	0.52	0	0
ENSG00000019144.15	35.07	19.03	9.5	10.15	15.23	28.56	16.11	11.52	17.51	34.87	30.12
ENSG00000019169.10	0	5.97	0	0	0	0	0.64	3.17	0	1.17	0.06
ENSG00000019186.8	1.03	0.49	0	0.31	16.52	0.37	0.14	0.09	3.75	0.19	0
ENSG00000019485.11	3.12	5.25	7.18	1.27	0.84	4.3	1.46	1.58	2.28	2	2.26
ENSG00000019505.6	0	0	0	0.02	0.03	0.02	0	0	0	0	0
ENSG00000019549.7	60.98	34.28	24.97	29.25	34.8	39.96	43.92	64.4	4.54	58.15	35.11
ENSG00000019582.13	6.27	0	0	6.85	0.62	0.19	0.68	1.17	0.39	0.59	1.74
ENSG00000019991.14	0	0	0	0.4	0	0	0	0.05	0	0	0
ENSG00000019995.6	3.78	2.85	4.47	9.96	15.61	5.02	3.52	2.8	3.12	1.2	1.71
ENSG00000020129.14	22.83	19.47	32.73	9.05	10.69	82.27	14.23	23.1	18.53	24.27	85.91
ENSG00000020181.16	0.27	0	5.56	1.95	0.44	6.91	0	0	0.42	0	1.88
ENSG00000020219.9	0	0.05	0	0.22	0	0	0	0	0	0	0
ENSG00000020256.18	37.49	11.51	16.78	11.99	20.17	13.36	16.28	13.07	6.47	29.77	16.14
ENSG00000020426.9	27.72	15.77	30.02	28.5	44.93	15.3	22.95	21.31	41.06	8.67	9.3
ENSG00000020577.12	20.54	9.38	17.71	2.14	16.2	24.14	7.88	8.56	21.28	11.03	29.93
ENSG00000020633.17	0	0	0	7.39	21.42	0	0	0	0	0.62	18.19
ENSG00000020922.11	5.89	5.9	6.01	8.27	27.27	5.45	12.05	4.61	8.96	0	0.58
ENSG00000021300.12	0.06	0.16	0.11	0.18	0.12	0.31	0.12	0.22	3.2	0	5.95
ENSG00000021355.11	0	7.84	0	0	13.63	5.63	13.7	110.02	15.74	19.3	0
ENSG00000021461.15	0	0.29	0	0.12	0	0	0.3	0	0	0	0
ENSG00000021488.11	0.04	0	0	0	0.24	0	0	0	0.11	0.29	1.44
ENSG00000021574.10	3.26	2.54	3.48	3.78	3.99	2.76	3.49	2.5	4.5	0.59	1.67
ENSG00000021645.16	1.62	0.89	5.78	0.12	0.01	1	0	0	0.02	0	0.33
ENSG00000021762.18	30.94	56.89	5.87	4.25	3.38	4.65	41.55	36.98	5.58	34.1	12.44
ENSG00000021776.9	13.26	5.66	16.29	11.32	9.45	3.45	9.6	7.96	8.71	3.75	2.94
ENSG00000021826.13	5.35	3.18	4.34	0.46	13.34	2.12	1.65	1.5	0.5	0.51	0.64
ENSG00000021852.11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.15	3.65	1.49	70.38	44.09	4.81	337.97	20.62	0.72	6.74	1.32	82.6
ENSG00000022277.11	81.38	62.16	106.69	113.51	99.32	80.34	70.86	54.18	82.33	80.36	50.51
ENSG00000022355.13	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556.14	0	0	0	11.82	18.5	1.35	0	0	0	0.92	0
ENSG00000022567.8	1.78	1.04	4.65	1.46	1.33	8.96	4.17	2.42	0.59	4.11	7.18
ENSG00000022840.14	34.98	77.69	45.44	74.95	84.96	42.93	54.55	45.45	66.99	98.73	105.87
ENSG00000022976.14	6.84	3.24	4.11	7.07	9.43	4.39	4.81	6.37	9.99	6.9	17.15
ENSG00000023041.10	22.36	12.94	18.08	10.24	16.22	6.39	17.26	10.88	14.94	5.26	4.54
ENSG00000023171.13	0	0	0	0.04	0.19	1.18	0.28	0.7	0	0	0
ENSG00000023191.15	171.9	130.89	82.88	56.13	60.18	545.96	183.09	173.74	174.93	149.82	328.03
ENSG00000023228.12	39.92	13.91	39.8	46.71	62.12	32.61	54.05	35.23	51.47	10.01	5.09
ENSG00000023287.11	4.57	7.18	8.82	11.78	8.19	6.69	7.42	4.7	5.34	8.77	38.36
ENSG00000023318.7	8.99	7.47	15.73	15.18	14.91	4.51	9.56	5.62	5.88	6.45	2.78
ENSG00000023330.13	29.42	13.11	60.81	46.84	24.69	44.66	20.08	51.84	59.15	35.99	37.62
ENSG00000023445.12	2.93	5.09	2.01	1.18	2.4	0.99	15.59	23.88	3.69	0.57	0.55
ENSG00000023516.8	1.48	1.85	0.7	4.19	3.46	0.49	1.77	0	1.73	0.51	0
ENSG00000023572.7	9.44	4.92	34.52	18.62	12.06	11.51	19.64	8.79	13.68	27.21	26.1
ENSG00000023608.4	2.81	3.18	5.63	7.57	14.3	6.5	3.27	4.35	39.52	2.83	8.43
ENSG00000023697.11	51.68	55.11	20.42	30.78	16.37	10.93	28.58	41.15	22.67	39.72	6.25
ENSG00000023734.9	126.36	53.52	91.36	138.26	136.21	52.16	91.52	62.78	84.7	24.17	3.89
ENSG00000023839.9	0.53	25.54	0.29	1.38	0.53	0	3.52	1.51	0	3.3	0
ENSG00000023892.10	8.21	18.89	0	16.41	3.46	3.62	12.81	5.03	19.02	27.63	11.07
ENSG00000023902.12	2.82	0.91	20.72	5.99	6.5	21.34	6.91	6.5	9.6	6.33	9.29
ENSG00000023909.8	23.94	15.18	20.02	190.5	38.07	15.54	12.98	18.69	35.81	1.14	4.72
ENSG00000024048.9	1.9	5.79	4.22	12.94	5.43	3.83	5.53	3.19	4.3	0	0.65
ENSG00000024422.10	122.17	106.43	86.61	23.63	33.15	300.68	95.05	87.8	31.43	112.45	129.87
ENSG00000024526.15	6.96	3.98	12.29	27.79	30.36	5.17	7.57	0.99	16.17	1.59	3.2
ENSG00000024862.15	3.49	9.11	3.92	12.03	10.57	3.68	7.01	3.85	5.97	4.06	2.47
ENSG00000025039.13	0.94	0.67	1.59	0.19	0.52	0.09	0.78	0.65	4.48	0.71	0.5
ENSG00000025156.11	4.41	3.15	17.38	24.88	10.2	6.21	6.74	3.81	14.05	1.36	1.89
