id	SRR925687	SRR925688	SRR925697	SRR925703	SRR925714	SRR925716	SRR925720	SRR925721	SRR925726	SRR934634	SRR934636
ENSG00000053524.10	0.7	1.6	0.88	0.72	0.9	0.26	0.24	3.09	0.16	1.22	0.83
ENSG00000053702.13	0.55	0.24	0.36	0.58	0.72	0.57	0.95	0.14	0.26	0.88	0.15
ENSG00000053747.14	132.04	76.75	2.98	1.57	1.05	0.04	180.36	317.03	0.1	169.71	1.26
ENSG00000053770.10	14.42	13.74	7.62	22.2	16.39	6.66	11.2	5.91	14.69	16.5	14.74
ENSG00000053900.9	8.89	6.15	7.41	18.15	14.33	5.98	9.22	7.19	10.09	4.01	0.6
ENSG00000053918.14	0.49	0	0	0.03	0.06	0	0	0.24	0.09	0	0.12
ENSG00000054116.10	68.79	50.29	58.42	65.2	34.01	54.32	59.66	68.9	45.61	116.26	112.73
ENSG00000054118.12	53.86	30.32	50.43	68.69	44.89	38.59	44.48	34.47	53.23	41.66	29.44
ENSG00000054148.16	195.08	213.27	96.54	41.1	46.41	111.9	132.02	156.83	129.38	178.21	100.37
ENSG00000054179.10	3.38	3.58	0	0.1	0.16	0	11.82	1.2	0	1.91	0
ENSG00000054219.10	0	0.02	0	0.31	0.93	0.03	0.4	10.86	0.01	0	0.01
ENSG00000054267.19	4.18	9.45	5.71	16.28	12.22	2.66	11.01	5.67	9.55	3.79	2.51
ENSG00000054277.11	17.33	20.75	5.93	5.23	2.81	5.06	42.4	30.71	5.37	10.76	2.61
ENSG00000054282.14	4.94	3.93	4.8	6.77	10.56	10.5	12.35	5.77	2.91	17.72	11.45
ENSG00000054356.12	0.14	0	0	4.77	0.07	0	0	0	0	0	24.93
ENSG00000054392.11	1.03	5.09	0.53	6	1.24	0.57	1.3	2.05	2.21	1.34	2.87
ENSG00000054523.15	2.5	4.36	10.07	15.89	8.43	6.67	5.79	1.94	2.65	2.92	3.31
ENSG00000054598.6	1.89	4.16	9.75	3.26	3.4	4.29	3.36	4.46	1.86	4.76	5
ENSG00000054611.12	15.56	22.84	8.51	10.28	10.79	20.2	11.3	17.37	12.11	13.69	14.57
ENSG00000054654.14	9.04	27.23	6.66	18.64	15.09	11.76	31.49	1.75	7.01	34.57	3.73
ENSG00000054690.12	3.39	1.87	0.53	1.38	2.23	1	2.96	1.31	2.87	2.68	2.53
ENSG00000054793.12	7.46	6.69	0.85	4.66	0.73	6.98	4.2	7.75	0.93	3.08	16.88
ENSG00000054796.11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054803.3	0	0	0	0.02	0	0.04	0	0	0	0	0
ENSG00000054938.14	0	0	3.94	0	3.6	0	0	0	0.19	0	0
ENSG00000054965.9	2.72	4.21	6.06	0.27	2.97	7.68	0.63	1.56	4.92	0.89	10.45
ENSG00000054967.11	9.69	2.67	12.47	3.08	7.36	15.2	6.88	10.49	18.73	11.71	5.35
ENSG00000054983.15	3.09	3.85	2.65	3.19	6.66	4.99	0	2.34	7.39	0.99	2.05
ENSG00000055044.9	62.59	20.42	65.16	81.15	108.81	62.77	60.78	30.5	65.48	65.09	41.97
ENSG00000055070.15	84.39	64.67	84.12	62.28	97.25	125.89	74.08	48.27	99.92	94.62	221.61
ENSG00000055118.13	0.02	0	0.18	0	0.02	0.16	0	0.15	0.18	0	0.23
ENSG00000055130.14	37.23	20.7	29.63	66.31	35.22	22.66	49.28	27.83	35.23	39.2	24.16
ENSG00000055147.16	7.74	9.55	6.49	11.68	7.93	8.81	11.5	9.82	3.75	1.27	2.13
ENSG00000055163.17	10.38	46.56	1.67	0.63	0.85	1.98	11.93	2.26	3.62	8.26	11.03
ENSG00000055208.16	6.75	12.86	20.59	19.6	20.27	7.36	13.13	12.19	20.51	0	1.83
ENSG00000055211.11	5.53	13.37	18.66	21.15	13.19	8.41	11.11	9.02	16.62	5.28	5.12
ENSG00000055332.15	3.48	5.25	7.12	5.31	13.8	7.37	8.43	3.42	9.91	5.49	5.52
ENSG00000055483.18	28.62	18.79	34.35	34.34	48.5	24.62	24.35	20.34	32.78	20.6	66.8
ENSG00000055609.16	2.19	5.65	3.09	10.02	5.86	5.71	3.93	3.82	5.96	3.62	6.95
ENSG00000055732.11	4.05	4.28	5.27	0.14	1.55	0.64	0.32	0.58	3.75	0.07	0.04
ENSG00000055813.5	0	0.25	2.33	0	0	0.77	0	0	0	0	0
ENSG00000055917.14	18.02	17.78	18.02	17.38	20.06	15.34	21.56	15.32	35.75	9.92	11.54
ENSG00000055950.15	112.51	95.86	120.11	33.14	45.91	84.96	85	116.58	122.34	151.72	202.88
ENSG00000055955.14	0.37	0.15	0.06	0.53	1.01	0.49	0	0.87	0.59	0.9	3.17
ENSG00000055957.9	0	0	0	0.33	0	0	0	0	0	0	0
ENSG00000056050.6	10.46	5.24	16.34	11.39	22.67	6.88	8.18	9.49	12.21	2.8	6.08
ENSG00000056097.14	28.6	19.91	51.4	48.38	41.42	36.13	28.76	34	54.84	32.93	47.21
ENSG00000056277.14	1.16	0.62	4.49	5.5	5.49	0.99	1.23	1.11	2.76	0	0
ENSG00000056291.16	0	0	0	0	0	0.1	0	0	0.08	0	0
ENSG00000056487.14	0.49	0	0.83	3.12	2.71	3.53	0	0	0	0.59	7.23
ENSG00000056558.9	1.2	0.08	0.39	0.62	3	0.9	0.22	3.19	2.46	0.16	5.11
ENSG00000056586.14	8.63	9.3	16.19	9.73	17.34	7.28	9.62	8.66	11.07	5.82	4.43
ENSG00000056736.8	0.07	0	0.21	2.97	0.81	0	0.19	1.05	0.08	0.21	1.14
ENSG00000056972.17	16.96	31.07	4.23	19.24	7.67	6.89	28.65	34.44	9.4	30.13	2
ENSG00000056998.17	0	0	0.4	0.2	0.74	0	0	0	0.72	0	0.07
ENSG00000057019.14	67.46	12.08	81.28	24.24	64.06	63.89	31.73	61.62	31.38	24.2	17.07
ENSG00000057149.13	3.01	3.73	0	0.07	0	0	2.8	15.23	0	6.25	0
ENSG00000057252.11	6.8	6.4	21.32	18.16	18.05	9.87	11.4	7.56	24.09	2.72	6.71
ENSG00000057294.12	24.07	11.16	0	0.86	0.11	0.08	23.57	18.85	23.83	25.22	0.28
ENSG00000057468.6	0	0	0.02	0.02	0.05	0.06	0	0	0	0	0.1
ENSG00000057593.12	0	0	0	0	0.07	0	0	0	0	0	0
ENSG00000057608.15	107.19	74.62	131.36	123.27	218.57	66.35	102.41	76.9	118.31	41.41	78.03
ENSG00000057657.13	0.41	2.16	1.3	0.38	0.55	1.39	0.95	11.62	0.3	2.26	2.47
ENSG00000057663.11	4.54	6.93	15.37	17.39	24.58	5.49	10.19	9.33	10.16	2.61	5.34
ENSG00000057704.9	1.35	5.59	0	0.1	0.04	0	0.58	4.04	3.26	11.41	1.12
ENSG00000057757.8	29.92	25.29	47.8	51.88	32.92	30.2	29.91	26.32	48.27	25.57	21.01
ENSG00000057935.12	20.02	21.23	12.37	14.2	14.22	7.56	14.99	15.29	19.8	10.38	16.86
ENSG00000058056.7	1.74	1.12	9.42	7.01	10.75	5.77	3.14	4.07	6.59	2.5	6.06
ENSG00000058063.14	5.74	6.11	9.55	12.11	26.45	6.94	13.77	12.97	6.37	2.84	3.33
ENSG00000058085.13	202.19	108.76	0.33	1.9	4.2	4.09	469.07	1079.21	13.17	470.35	0.24
ENSG00000058091.15	7.28	2.73	0	26.06	6.28	7.76	12.63	10.05	5.2	1.83	0.97
ENSG00000058262.8	126.17	105.24	133.53	194.46	191.45	244.35	119.28	152.9	120.92	214.9	120.33
ENSG00000058272.14	14.98	13.33	23.7	33.62	39.38	20.48	14.25	12.26	29.21	7.31	12.93
ENSG00000058335.14	0.44	0	0.03	0.02	0.02	0	0	0.49	7.2	0.01	13.31
ENSG00000058404.18	0.07	0.81	0.23	0.29	0.07	0.08	2.02	0.08	0	0.13	0.47
ENSG00000058453.15	12.16	35.41	5.27	7.32	4.55	12.32	3.85	4.77	4.43	3.41	18.08
ENSG00000058600.14	37	25.28	43.64	51.15	67.27	35.27	53.73	23.5	35.03	29.58	133.34
ENSG00000058668.13	14.39	21.26	18.08	37.85	9.85	28.66	6.35	37.14	4.29	12.57	9.79
ENSG00000058673.14	23.77	31.16	30.08	37.65	35.19	15	38.42	20.72	40.26	25.3	40.91
ENSG00000058729.9	11.53	8.93	22.7	23.6	14.9	14.44	8.94	2.62	14.71	2.4	4.6
ENSG00000058799.12	3.09	3.21	2.41	10.42	3.92	6.01	10.67	1.89	2.53	8.32	0.05
ENSG00000058804.11	27.13	10.65	14.78	11.82	16.81	19.91	23.57	9.53	39	23.62	10.04
ENSG00000058866.13	0.74	0.02	0	0.8	2.53	1.89	0.16	2.03	6.03	0	0.25
ENSG00000059122.15	24.74	45.9	11.11	16.54	10.11	25.48	21.68	31.76	10.26	20.16	88.14
ENSG00000059145.17	11.84	6.61	7.8	16.39	5.93	18.33	9.86	13.58	15.46	5.66	21.64
ENSG00000059377.14	11.25	3.11	3.47	8.05	5.41	5.46	2.15	5.46	4.53	12.41	7.78
ENSG00000059378.11	8.89	9.79	7.79	5.26	16.7	14.18	20.22	32.91	13.81	16.75	4.15
ENSG00000059573.7	37.8	21.71	82.28	39.33	35.72	18.96	42.28	24.66	51.7	57.02	66.33
ENSG00000059588.8	5.93	9.12	20.53	24.66	13.4	3.6	30.7	9.29	4.08	12.12	4.21
ENSG00000059691.10	28.05	20.69	9.82	9	11.36	7.82	15.18	12.3	11.77	12.77	13.68
ENSG00000059728.9	2.97	4.76	0.37	1.25	1.83	3.58	4.08	11.45	3.37	13.29	2.05
ENSG00000059758.6	3.4	5.31	4.92	5.11	4.95	2.27	1.95	11.91	5.56	2.54	1.22
ENSG00000059769.18	2.05	1.72	6.59	7.02	7.6	3.07	2.72	2.46	4.57	0.9	1.34
ENSG00000059804.14	0.13	1.32	12.64	5.95	0	1.92	0.4	2.26	9.03	0.37	6.44
ENSG00000059915.15	1.21	1.35	1.19	0.18	0.28	2.5	1.07	1.3	1.23	0.22	3.92
ENSG00000060069.15	12.28	9.64	6.5	2.39	13.77	14.27	10.28	11.67	7.39	15.16	16.86
ENSG00000060138.11	457.03	492.46	84.31	176.15	160.29	107.5	344.47	212.98	248.41	533.23	338.83
ENSG00000060140.7	0.25	0	0	0	1.04	0	0.33	0.71	0.45	0	0.95
ENSG00000060237.15	86.8	93.2	26.98	52.57	61.46	40.65	31.2	30.73	45.91	74.87	262.19
ENSG00000060303.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060339.12	65	52	65.8	57.03	94.44	36.33	52.22	39.58	62.08	71.87	77.43
ENSG00000060491.15	35.09	26.05	27.42	14.91	13.6	60.51	22.47	23.55	35.49	42.89	72.33
ENSG00000060558.3	45.02	38.79	0	0.1	0.05	0.09	60.16	55.54	21.51	91.29	0.1
ENSG00000060566.12	0	0	0	0	0	0	0	0.26	0	0	0.08
ENSG00000060642.9	10.67	18.65	1.96	8.1	3.85	6.61	11.47	9.11	8.21	6.06	17.02
ENSG00000060656.18	45.39	65.53	0.05	31.47	0.4	4.44	48.25	36.03	5.47	71.33	2.29
ENSG00000060688.11	55.52	18.23	81.92	62.63	33.36	51.19	45.15	37.47	64.99	47.95	68.02
ENSG00000060709.12	0	0	0	0.01	0	0	0	0	0	0	0
ENSG00000060718.17	0	0	0	0.11	0.11	0.12	0	0	0	0	0.2
ENSG00000060749.13	4.86	4.19	8.46	15.63	12.07	8.93	6.36	2.69	8.16	1.12	5.14
ENSG00000060762.17	11.51	19.87	17.03	13.69	5.98	13.33	33.65	21.19	23.14	19.69	9.9
ENSG00000060971.16	44.53	49.19	23.17	29.42	35.98	29.54	42.62	43.04	26.51	44.97	46.15
ENSG00000060982.13	11.02	0.29	0.17	0.41	29.48	11.59	0	0	27.02	0.33	13.47
ENSG00000061273.16	25.11	22.61	19.06	13.94	23.07	36.11	30.43	52.2	20.81	31.6	14.34
ENSG00000061337.14	0.08	0.18	0.05	1.11	0.83	6.88	0.05	0	0	0.07	0.14
ENSG00000061455.10	0	0	1.36	0	0.11	0	0	0.17	0.15	0.36	1.31
ENSG00000061492.10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061656.8	0.14	0	1.24	0.22	0.51	0.86	0.76	0	2.62	4.08	1.21
ENSG00000061676.13	38.05	36.38	32.34	90.63	69.57	22.2	44.57	36.31	33.3	7.84	12.08
ENSG00000061794.11	34.56	17.72	29.81	33.5	37.53	13.32	33.41	33.13	40.48	18.22	15.23
ENSG00000061918.11	0.62	3.93	8.01	10.41	1.34	0.95	0.29	0.7	4.62	0	0.14
ENSG00000061936.8	13.73	16.7	16.55	19.15	15.45	35.08	18.31	15.97	20.64	23.8	54.17
ENSG00000061938.15	43.22	45.13	12.07	4.75	9.58	17.67	24.69	44.28	6.88	23.67	16.25
ENSG00000061987.13	4.79	4.37	5.08	10.18	9.94	3.86	5.13	3.05	4.48	3.31	3.78
ENSG00000062038.12	181.33	327.84	14.55	1.61	16.6	0	111.06	155.54	2.37	210.5	550.43
ENSG00000062096.13	0.1	0.08	0.34	0	0	0	0	0	0	0	0
ENSG00000062194.14	14.23	8.17	29.91	26.4	41.69	7.87	11.12	6.75	14.26	2.95	1.29
ENSG00000062282.13	6.7	7.61	13.16	6.28	4.44	2.94	6.5	14.93	4.12	4.36	0
ENSG00000062370.15	0.48	0.85	1.81	1.43	2.84	1.12	1.21	1.56	0.72	0.16	0.38
ENSG00000062485.17	119.44	84.02	111.14	108.34	154.35	82.79	144.28	125.34	112.82	252.65	152.43
ENSG00000062524.14	0	0.08	0	0	0	0	0	0	0.21	0	0.06
ENSG00000062582.12	187.78	151.43	263.61	169.35	119.77	221.96	232.09	295.33	190.14	255.86	328.71
ENSG00000062598.16	16.08	21.41	26.55	23.7	32.64	12.33	13.61	16.07	13.59	13.16	34.96
ENSG00000062650.16	22.07	11.81	21.85	22.76	37.75	9.28	13.36	12.67	24.32	29.96	6.87
ENSG00000062716.9	53.28	33.52	39.4	54.17	138.53	32.25	30.37	52.95	55.39	52.66	33.67
ENSG00000062725.8	4.95	5.57	5.12	9.65	14.36	6.26	5.46	3.2	8.91	4.44	9.4
ENSG00000062822.11	56.76	19.37	56.18	23.66	27.73	112.21	65.01	27.03	80.59	62.79	51.91
ENSG00000063015.18	0	0	0	0.19	0.33	0.15	0	0	0	0	0.29
ENSG00000063046.16	169.89	243.47	89.51	182.67	173.35	137.19	252.93	181.38	130.46	310.52	332.39
ENSG00000063127.14	0.02	0.05	0.47	1.54	0.44	0.28	0	0.09	0.05	0	1.19
ENSG00000063169.9	3.43	5.78	4.31	1.61	3.6	7.2	4	3.82	5.62	9.9	6.73
ENSG00000063176.14	14.45	7.43	12.09	4.14	4.85	25.77	6.79	10.98	18.57	7.22	24.74
ENSG00000063177.11	2129.24	2460.36	1879.62	812.06	768.54	2079.51	2404.43	2399.01	2252.39	2988.71	1694.87
ENSG00000063180.7	5.61	18.41	10.79	0.64	2.31	4.44	0.6	0.84	3.99	1.26	4.63
ENSG00000063241.6	63.23	68.75	74.85	32.41	22.75	59.77	88.9	39.48	59.37	91.29	90.01
ENSG00000063244.11	247.74	144.73	298.8	105.37	210.82	340.8	242.9	217.84	242.83	304.05	250.39
ENSG00000063245.13	122.74	91.67	113.53	38.77	36.58	277.58	107	116.33	104.3	139.62	193.38
ENSG00000063322.12	20.96	14.72	27.26	8.72	19.84	38.37	16.06	27.53	27.2	15.41	45.27
ENSG00000063438.15	0.18	0.29	1.27	0.46	2.32	8.96	0.76	0.02	2.27	0.91	1.92
ENSG00000063515.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000063587.13	3.91	1.46	6.29	4.17	7.43	3.32	3.19	1.56	3.77	1.21	3.47
ENSG00000063601.15	8.45	15.81	29.6	8.4	16.96	10.32	14.07	13.23	22.15	3.41	8.07
ENSG00000063660.7	177.93	106.46	24.9	130.68	36.04	64.29	25.45	106.03	13.41	35.12	38.8
ENSG00000063761.14	5.82	3.62	4.95	5.99	6.14	2.52	7.32	3.75	1.56	7.56	11.12
ENSG00000063854.11	21.33	53.44	13.53	21.83	20.47	25.43	43.06	43.44	60.05	23.59	72.71
ENSG00000063978.14	38.89	26.5	40.93	19.96	40.81	31.85	36.54	43.54	47.48	32.65	28.34
ENSG00000064012.20	12.87	5.05	12.51	10.22	20.27	6.48	9.17	15.17	13.22	4.74	2.96
ENSG00000064042.16	11.3	2.81	0.31	18.65	3.91	7.49	6.61	6.28	17.39	1.43	0.17
ENSG00000064102.13	14.16	7.16	17	31.81	22.32	13	13.09	7.26	15.25	12.46	6.69
ENSG00000064115.9	175.37	157.69	21.02	26.23	25.48	10.71	89.34	47.08	29.11	9.43	4.78
ENSG00000064195.7	0	4.94	0	0.05	0.04	0.02	0.09	0	0.12	0	0.04
ENSG00000064199.5	9.9	3.7	1.81	3.61	7.61	2.06	14.89	3.95	9.78	1.64	0.15
ENSG00000064201.14	0	0	0	0	0	1.08	0	0	0	0	0.4
ENSG00000064205.9	0.4	4.67	3.13	1.62	0	0.79	0.33	1.6	0	5.73	0.07
ENSG00000064218.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064225.11	1.26	0.08	0.57	0.32	0.36	1.12	0.5	1.73	1.95	0.14	0.9
ENSG00000064270.11	1.29	1.52	0.04	0.97	0.23	1.22	0.64	5.03	0.24	0.49	0.7
ENSG00000064300.7	2.62	4.47	1.7	5.6	0.5	0.05	0.09	0.16	0	0.23	0.48
ENSG00000064309.13	1.78	0.19	6.8	1.35	0.72	0.89	0.99	0.45	1.63	0.6	0.15
ENSG00000064313.10	14.03	9.84	24.63	31.6	41.09	42.6	15.61	9.31	10.89	35.43	64.28
ENSG00000064393.14	11.57	8.58	5.05	19.57	15.07	38.97	13.35	24.66	7.69	11.69	63.57
ENSG00000064419.12	29.46	17.32	26.35	49.22	40.67	36.96	30.95	20.44	32.9	37.89	29.58
ENSG00000064489.20	12.04	8.33	14.45	13.59	12.86	37.8	9.33	14.01	13.24	8.41	31.41
ENSG00000064490.12	85.22	81.33	112.82	40.96	38.85	81.24	65.5	112.06	52.75	120.23	185.91
ENSG00000064545.13	35.37	36.55	35.7	20.44	18.61	34.14	47.32	41.21	30.49	36.42	85.07
ENSG00000064547.12	25.24	22.97	13.87	8.2	6.61	0.51	20.11	22.95	1.44	27.01	14.29
ENSG00000064601.15	112.7	156.05	294.76	127.87	103.17	149.42	86.86	125.66	103.65	79.87	190.62
ENSG00000064607.15	20.9	16.45	34.9	41.79	27.58	25.92	34.6	21.31	43.28	20.48	43.02
ENSG00000064651.12	4.02	2.72	7.81	5.62	10.51	14.33	6.78	3.51	7.1	1.15	2.02
ENSG00000064652.9	22.42	14.1	14.93	8.96	16.3	8.85	21.25	17.11	21.91	8.52	3.84
ENSG00000064655.17	2.93	0.2	0	0.03	0.13	0.15	3.39	0	0	14.16	0.59
ENSG00000064666.13	261.4	167.36	286.34	49.43	266.4	366.96	239.92	68.86	180.31	226.83	135.96
ENSG00000064687.11	7.18	5.95	3.06	5.49	1.44	2.33	5.04	5.6	11.01	1.98	8.11
ENSG00000064692.17	0	4.69	1.01	0.32	0.07	0.13	0.42	0.12	1.1	0	0.49
ENSG00000064703.10	1.93	2.09	1.72	0.94	2.54	1.3	0.67	1.72	1.23	3.59	4.17
ENSG00000064726.8	17.86	16.28	28.45	37.96	34.27	12.04	17.24	16.69	33.79	4.35	8.57
ENSG00000064763.9	6.22	1.64	3.67	0.79	4.19	6.85	2.93	0.39	0.6	0.33	1.86
ENSG00000064787.11	0	0	0.11	0.08	0.01	0.18	0.04	0.07	0.09	0.29	0
ENSG00000064835.9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064886.12	0.91	1.03	7.82	9.66	7.07	0.12	0.28	32.85	0	3.97	0.3
ENSG00000064932.14	17.15	8.97	14.82	6.75	18.67	33.02	9.41	28.65	11.24	8.65	20.32
ENSG00000064933.15	5.26	1.93	8.23	13.02	11.1	3.28	4.55	2.19	5.74	4.74	6.45
ENSG00000064961.17	66.43	108.43	48.05	53.24	29.02	60.28	72.15	64.18	91.71	93.55	145.94
ENSG00000064989.11	0.07	0.51	0.24	0.22	0.23	0.2	0.19	0	0.13	0	0.19
ENSG00000064995.15	6.68	14.8	33.04	23.09	18.89	19.82	12.62	13.83	19.81	15.44	19.45
ENSG00000064999.13	4.05	5.53	4	6.01	4.05	6.6	8.11	4.18	5.47	12.02	13.77
ENSG00000065000.14	60.65	39.15	37.37	35.05	74.77	96.75	62.08	61.31	146.05	86.33	237.61
ENSG00000065029.13	8.27	20.3	17.87	17.2	10.41	20.17	14.39	26.19	33.35	6.09	57.81
ENSG00000065054.12	21.14	4.21	10.77	2.75	22.1	357.56	25.93	91.72	113.26	51.33	13.32
ENSG00000065057.6	34.86	17.76	23.71	22.19	11.43	41.08	31.1	28.73	23.55	31.74	41.4
ENSG00000065060.15	1.12	1.48	4.25	6.48	2.81	4.63	2.62	2.35	5.2	1.7	11.46
ENSG00000065135.8	1.27	0.54	0.18	0.43	2.66	4.49	0.92	0.79	2.55	1.16	0.92
ENSG00000065150.17	71.8	39.48	194.83	92.25	149.91	65.78	102.52	40.6	79.78	114.94	24.87
ENSG00000065154.10	120.41	66.7	52.4	88.11	60.76	30.41	71.78	40.62	67.59	55.99	52.12
ENSG00000065183.14	32.43	12.26	36.78	59.92	117.44	34.22	32.56	17.71	52.38	20.61	17.07
ENSG00000065243.17	8.94	6.02	9.1	28.86	16.23	6.04	7.3	6.58	22.49	1.76	4.62
ENSG00000065268.9	78.54	52.36	25.7	9.56	17.69	83.87	76.83	63.32	74.67	118.59	52.3
